state_abv,county,family,total_budget_avg,asian_hourly,white_hourly,black_hourly,hispanic_hourly
NM,Valencia County,1p2c,82656.0,29.87,25.97,20.11,19.93
NM,Valencia County,1p3c,103608.0,29.87,25.97,20.11,19.93
NM,Valencia County,1p4c,112980.0,29.87,25.97,20.11,19.93
NM,Valencia County,2p0c,53784.0,29.87,25.97,20.11,19.93
NM,Valencia County,2p1c,75816.0,29.87,25.97,20.11,19.93
NM,Valencia County,2p2c,91176.0,29.87,25.97,20.11,19.93
NM,Valencia County,2p3c,109668.0,29.87,25.97,20.11,19.93
NM,Valencia County,2p4c,119316.0,29.87,25.97,20.11,19.93
NV,Carson City,1p0c,43200.0,29.87,25.97,20.11,19.93
NV,Carson City,1p1c,70932.0,29.87,25.97,20.11,19.93
NV,Carson City,1p2c,92232.0,29.87,25.97,20.11,19.93
NV,Carson City,1p3c,117504.0,29.87,25.97,20.11,19.93
NV,Carson City,1p4c,128604.0,29.87,25.97,20.11,19.93
NV,Carson City,2p0c,59784.0,29.87,25.97,20.11,19.93
NV,Carson City,2p1c,84816.0,29.87,25.97,20.11,19.93
NV,Carson City,2p2c,102936.0,29.87,25.97,20.11,19.93
NV,Carson City,2p3c,125820.0,29.87,25.97,20.11,19.93
NV,Carson City,2p4c,137664.0,29.87,25.97,20.11,19.93
NV,Churchill County,1p0c,41628.0,29.87,25.97,20.11,19.93
NV,Churchill County,1p1c,65712.0,29.87,25.97,20.11,19.93
NV,Churchill County,1p2c,83532.0,29.87,25.97,20.11,19.93
NV,Churchill County,1p3c,105528.0,29.87,25.97,20.11,19.93
NV,Churchill County,1p4c,116460.0,29.87,25.97,20.11,19.93
NV,Churchill County,2p0c,57744.0,29.87,25.97,20.11,19.93
NV,Churchill County,2p1c,79200.0,29.87,25.97,20.11,19.93
NV,Churchill County,2p2c,94044.0,29.87,25.97,20.11,19.93
NV,Churchill County,2p3c,113496.0,29.87,25.97,20.11,19.93
NV,Churchill County,2p4c,124536.0,29.87,25.97,20.11,19.93
NV,Clark County,1p0c,44532.0,29.87,25.97,20.11,19.93
NV,Clark County,1p1c,74460.0,29.87,25.97,20.11,19.93
NV,Clark County,1p2c,96996.0,29.87,25.97,20.11,19.93
NV,Clark County,1p3c,123108.0,29.87,25.97,20.11,19.93
NV,Clark County,1p4c,132456.0,29.87,25.97,20.11,19.93
NV,Clark County,2p0c,59292.0,29.87,25.97,20.11,19.93
NV,Clark County,2p1c,85656.0,29.87,25.97,20.11,19.93
NV,Clark County,2p2c,104832.0,29.87,25.97,20.11,19.93
NV,Clark County,2p3c,128640.0,29.87,25.97,20.11,19.93
NV,Clark County,2p4c,138708.0,29.87,25.97,20.11,19.93
NV,Douglas County,1p0c,46056.0,29.87,25.97,20.11,19.93
NV,Douglas County,1p1c,74088.0,29.87,25.97,20.11,19.93
NV,Douglas County,1p2c,96768.0,29.87,25.97,20.11,19.93
NV,Douglas County,1p3c,123108.0,29.87,25.97,20.11,19.93
NV,Douglas County,1p4c,134736.0,29.87,25.97,20.11,19.93
NV,Douglas County,2p0c,64788.0,29.87,25.97,20.11,19.93
NV,Douglas County,2p1c,88296.0,29.87,25.97,20.11,19.93
NV,Douglas County,2p2c,107424.0,29.87,25.97,20.11,19.93
NV,Douglas County,2p3c,131388.0,29.87,25.97,20.11,19.93
NV,Douglas County,2p4c,143700.0,29.87,25.97,20.11,19.93
NV,Elko County,1p0c,47976.0,29.87,25.97,20.11,19.93
NV,Elko County,1p1c,77328.0,29.87,25.97,20.11,19.93
NV,Elko County,1p2c,99648.0,29.87,25.97,20.11,19.93
NV,Elko County,1p3c,123468.0,29.87,25.97,20.11,19.93
NV,Elko County,1p4c,135624.0,29.87,25.97,20.11,19.93
NV,Elko County,2p0c,64584.0,29.87,25.97,20.11,19.93
NV,Elko County,2p1c,89460.0,29.87,25.97,20.11,19.93
NV,Elko County,2p2c,109032.0,29.87,25.97,20.11,19.93
NV,Elko County,2p3c,131760.0,29.87,25.97,20.11,19.93
NV,Elko County,2p4c,143376.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,1p0c,42000.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,1p1c,65448.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,1p2c,84060.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,1p3c,105840.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,1p4c,116952.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,2p0c,58260.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,2p1c,79176.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,2p2c,94500.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,2p3c,113592.0,29.87,25.97,20.11,19.93
NV,Esmeralda County,2p4c,124656.0,29.87,25.97,20.11,19.93
NV,Eureka County,1p0c,46428.0,29.87,25.97,20.11,19.93
NV,Eureka County,1p1c,73968.0,29.87,25.97,20.11,19.93
NV,Eureka County,1p2c,95088.0,29.87,25.97,20.11,19.93
NV,Eureka County,1p3c,120240.0,29.87,25.97,20.11,19.93
NV,Eureka County,1p4c,131448.0,29.87,25.97,20.11,19.93
NV,Eureka County,2p0c,63420.0,29.87,25.97,20.11,19.93
NV,Eureka County,2p1c,86616.0,29.87,25.97,20.11,19.93
NV,Eureka County,2p2c,106032.0,29.87,25.97,20.11,19.93
NV,Eureka County,2p3c,127500.0,29.87,25.97,20.11,19.93
NV,Eureka County,2p4c,139272.0,29.87,25.97,20.11,19.93
NV,Humboldt County,1p0c,44508.0,29.87,25.97,20.11,19.93
NV,Humboldt County,1p1c,72108.0,29.87,25.97,20.11,19.93
NV,Humboldt County,1p2c,93024.0,29.87,25.97,20.11,19.93
NV,Humboldt County,1p3c,112068.0,29.87,25.97,20.11,19.93
NV,Humboldt County,1p4c,123084.0,29.87,25.97,20.11,19.93
NV,Humboldt County,2p0c,62004.0,29.87,25.97,20.11,19.93
NV,Humboldt County,2p1c,84600.0,29.87,25.97,20.11,19.93
NV,Humboldt County,2p2c,102828.0,29.87,25.97,20.11,19.93
NV,Humboldt County,2p3c,119604.0,29.87,25.97,20.11,19.93
NV,Humboldt County,2p4c,132216.0,29.87,25.97,20.11,19.93
NV,Lander County,1p0c,44340.0,29.87,25.97,20.11,19.93
NV,Lander County,1p1c,71076.0,29.87,25.97,20.11,19.93
NV,Lander County,1p2c,91980.0,29.87,25.97,20.11,19.93
NV,Lander County,1p3c,116796.0,29.87,25.97,20.11,19.93
NV,Lander County,1p4c,127824.0,29.87,25.97,20.11,19.93
NV,Lander County,2p0c,60684.0,29.87,25.97,20.11,19.93
NV,Lander County,2p1c,83640.0,29.87,25.97,20.11,19.93
NV,Lander County,2p2c,102840.0,29.87,25.97,20.11,19.93
NV,Lander County,2p3c,124092.0,29.87,25.97,20.11,19.93
NV,Lander County,2p4c,135732.0,29.87,25.97,20.11,19.93
NV,Lincoln County,1p0c,40896.0,29.87,25.97,20.11,19.93
NV,Lincoln County,1p1c,64236.0,29.87,25.97,20.11,19.93
NV,Lincoln County,1p2c,81636.0,29.87,25.97,20.11,19.93
NV,Lincoln County,1p3c,102132.0,29.87,25.97,20.11,19.93
NV,Lincoln County,1p4c,113232.0,29.87,25.97,20.11,19.93
NV,Lincoln County,2p0c,56772.0,29.87,25.97,20.11,19.93
NV,Lincoln County,2p1c,77892.0,29.87,25.97,20.11,19.93
NV,Lincoln County,2p2c,92220.0,29.87,25.97,20.11,19.93
NV,Lincoln County,2p3c,110136.0,29.87,25.97,20.11,19.93
NV,Lincoln County,2p4c,121188.0,29.87,25.97,20.11,19.93
NV,Lyon County,1p0c,45528.0,29.87,25.97,20.11,19.93
NV,Lyon County,1p1c,71400.0,29.87,25.97,20.11,19.93
NV,Lyon County,1p2c,94836.0,29.87,25.97,20.11,19.93
NV,Lyon County,1p3c,119304.0,29.87,25.97,20.11,19.93
NV,Lyon County,1p4c,130656.0,29.87,25.97,20.11,19.93
NV,Lyon County,2p0c,61944.0,29.87,25.97,20.11,19.93
NV,Lyon County,2p1c,85380.0,29.87,25.97,20.11,19.93
NV,Lyon County,2p2c,105120.0,29.87,25.97,20.11,19.93
NV,Lyon County,2p3c,127128.0,29.87,25.97,20.11,19.93
NV,Lyon County,2p4c,139056.0,29.87,25.97,20.11,19.93
NV,Mineral County,1p0c,43416.0,29.87,25.97,20.11,19.93
NV,Mineral County,1p1c,68016.0,29.87,25.97,20.11,19.93
NV,Mineral County,1p2c,87480.0,29.87,25.97,20.11,19.93
NV,Mineral County,1p3c,110652.0,29.87,25.97,20.11,19.93
NV,Mineral County,1p4c,121896.0,29.87,25.97,20.11,19.93
NV,Mineral County,2p0c,59952.0,29.87,25.97,20.11,19.93
NV,Mineral County,2p1c,81912.0,29.87,25.97,20.11,19.93
NV,Mineral County,2p2c,97836.0,29.87,25.97,20.11,19.93
NV,Mineral County,2p3c,118356.0,29.87,25.97,20.11,19.93
NV,Mineral County,2p4c,129852.0,29.87,25.97,20.11,19.93
NV,Nye County,1p0c,38604.0,29.87,25.97,20.11,19.93
NV,Nye County,1p1c,61620.0,29.87,25.97,20.11,19.93
NV,Nye County,1p2c,77904.0,29.87,25.97,20.11,19.93
NV,Nye County,1p3c,95784.0,29.87,25.97,20.11,19.93
NV,Nye County,1p4c,105312.0,29.87,25.97,20.11,19.93
NV,Nye County,2p0c,52392.0,29.87,25.97,20.11,19.93
NV,Nye County,2p1c,73056.0,29.87,25.97,20.11,19.93
NV,Nye County,2p2c,86676.0,29.87,25.97,20.11,19.93
NV,Nye County,2p3c,102156.0,29.87,25.97,20.11,19.93
NV,Nye County,2p4c,111696.0,29.87,25.97,20.11,19.93
NV,Pershing County,1p0c,40596.0,29.87,25.97,20.11,19.93
NV,Pershing County,1p1c,65940.0,29.87,25.97,20.11,19.93
NV,Pershing County,1p2c,87408.0,29.87,25.97,20.11,19.93
NV,Pershing County,1p3c,109440.0,29.87,25.97,20.11,19.93
NV,Pershing County,1p4c,120504.0,29.87,25.97,20.11,19.93
NV,Pershing County,2p0c,56700.0,29.87,25.97,20.11,19.93
NV,Pershing County,2p1c,79536.0,29.87,25.97,20.11,19.93
NV,Pershing County,2p2c,97632.0,29.87,25.97,20.11,19.93
NV,Pershing County,2p3c,117120.0,29.87,25.97,20.11,19.93
NV,Pershing County,2p4c,128436.0,29.87,25.97,20.11,19.93
NV,Storey County,1p0c,40332.0,29.87,25.97,20.11,19.93
NV,Storey County,1p1c,68904.0,29.87,25.97,20.11,19.93
NV,Storey County,1p2c,92100.0,29.87,25.97,20.11,19.93
NV,Storey County,1p3c,113784.0,29.87,25.97,20.11,19.93
NV,Storey County,1p4c,125736.0,29.87,25.97,20.11,19.93
NV,Storey County,2p0c,58752.0,29.87,25.97,20.11,19.93
NV,Storey County,2p1c,83040.0,29.87,25.97,20.11,19.93
NV,Storey County,2p2c,103344.0,29.87,25.97,20.11,19.93
NV,Storey County,2p3c,122496.0,29.87,25.97,20.11,19.93
NV,Storey County,2p4c,136344.0,29.87,25.97,20.11,19.93
NV,Washoe County,1p0c,46872.0,29.87,25.97,20.11,19.93
NV,Washoe County,1p1c,80976.0,29.87,25.97,20.11,19.93
NV,Washoe County,1p2c,103428.0,29.87,25.97,20.11,19.93
NV,Washoe County,1p3c,131772.0,29.87,25.97,20.11,19.93
NV,Washoe County,1p4c,142236.0,29.87,25.97,20.11,19.93
NV,Washoe County,2p0c,64704.0,29.87,25.97,20.11,19.93
NV,Washoe County,2p1c,92460.0,29.87,25.97,20.11,19.93
NV,Washoe County,2p2c,112308.0,29.87,25.97,20.11,19.93
NV,Washoe County,2p3c,138528.0,29.87,25.97,20.11,19.93
NV,Washoe County,2p4c,150816.0,29.87,25.97,20.11,19.93
NV,White Pine County,1p0c,43272.0,29.87,25.97,20.11,19.93
NV,White Pine County,1p1c,69828.0,29.87,25.97,20.11,19.93
NV,White Pine County,1p2c,91716.0,29.87,25.97,20.11,19.93
NV,White Pine County,1p3c,112044.0,29.87,25.97,20.11,19.93
NV,White Pine County,1p4c,123180.0,29.87,25.97,20.11,19.93
NV,White Pine County,2p0c,59484.0,29.87,25.97,20.11,19.93
NV,White Pine County,2p1c,83460.0,29.87,25.97,20.11,19.93
NV,White Pine County,2p2c,101760.0,29.87,25.97,20.11,19.93
NV,White Pine County,2p3c,119712.0,29.87,25.97,20.11,19.93
NV,White Pine County,2p4c,131256.0,29.87,25.97,20.11,19.93
NY,Albany County,1p0c,47292.0,29.87,25.97,20.11,19.93
NY,Albany County,1p1c,82368.0,29.87,25.97,20.11,19.93
NY,Albany County,1p2c,107244.0,29.87,25.97,20.11,19.93
NY,Albany County,1p3c,127224.0,29.87,25.97,20.11,19.93
NY,Albany County,1p4c,134508.0,29.87,25.97,20.11,19.93
NY,Albany County,2p0c,63708.0,29.87,25.97,20.11,19.93
NY,Albany County,2p1c,95688.0,29.87,25.97,20.11,19.93
NY,Albany County,2p2c,118788.0,29.87,25.97,20.11,19.93
NY,Albany County,2p3c,136104.0,29.87,25.97,20.11,19.93
NY,Albany County,2p4c,144564.0,29.87,25.97,20.11,19.93
NY,Allegany County,1p0c,41400.0,29.87,25.97,20.11,19.93
NY,Allegany County,1p1c,63408.0,29.87,25.97,20.11,19.93
NY,Allegany County,1p2c,80496.0,29.87,25.97,20.11,19.93
NY,Allegany County,1p3c,94200.0,29.87,25.97,20.11,19.93
NY,Allegany County,1p4c,101556.0,29.87,25.97,20.11,19.93
NY,Allegany County,2p0c,55476.0,29.87,25.97,20.11,19.93
NY,Allegany County,2p1c,77448.0,29.87,25.97,20.11,19.93
NY,Allegany County,2p2c,91344.0,29.87,25.97,20.11,19.93
NY,Allegany County,2p3c,102708.0,29.87,25.97,20.11,19.93
NY,Allegany County,2p4c,110496.0,29.87,25.97,20.11,19.93
NY,Bronx County,1p0c,57840.0,29.87,25.97,20.11,19.93
NY,Bronx County,1p1c,93900.0,29.87,25.97,20.11,19.93
NY,Bronx County,1p2c,118608.0,29.87,25.97,20.11,19.93
NY,Bronx County,1p3c,141996.0,29.87,25.97,20.11,19.93
NY,Bronx County,1p4c,148128.0,29.87,25.97,20.11,19.93
NY,Bronx County,2p0c,72384.0,29.87,25.97,20.11,19.93
NY,Bronx County,2p1c,107940.0,29.87,25.97,20.11,19.93
NY,Bronx County,2p2c,130920.0,29.87,25.97,20.11,19.93
NY,Bronx County,2p3c,152748.0,29.87,25.97,20.11,19.93
NY,Bronx County,2p4c,160308.0,29.87,25.97,20.11,19.93
NY,Broome County,1p0c,42072.0,29.87,25.97,20.11,19.93
NY,Broome County,1p1c,69708.0,29.87,25.97,20.11,19.93
NY,Broome County,1p2c,90756.0,29.87,25.97,20.11,19.93
NY,Broome County,1p3c,108168.0,29.87,25.97,20.11,19.93
NY,Broome County,1p4c,115548.0,29.87,25.97,20.11,19.93
NY,Broome County,2p0c,56664.0,29.87,25.97,20.11,19.93
NY,Broome County,2p1c,84984.0,29.87,25.97,20.11,19.93
NY,Broome County,2p2c,102204.0,29.87,25.97,20.11,19.93
NY,Broome County,2p3c,117660.0,29.87,25.97,20.11,19.93
NY,Broome County,2p4c,125808.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,1p0c,40812.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,1p1c,62340.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,1p2c,79644.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,1p3c,94104.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,1p4c,101088.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,2p0c,53484.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,2p1c,76020.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,2p2c,90312.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,2p3c,102384.0,29.87,25.97,20.11,19.93
NY,Cattaraugus County,2p4c,109776.0,29.87,25.97,20.11,19.93
NY,Cayuga County,1p0c,43884.0,29.87,25.97,20.11,19.93
NY,Cayuga County,1p1c,67824.0,29.87,25.97,20.11,19.93
NY,Cayuga County,1p2c,86304.0,29.87,25.97,20.11,19.93
NY,Cayuga County,1p3c,101508.0,29.87,25.97,20.11,19.93
NY,Cayuga County,1p4c,108828.0,29.87,25.97,20.11,19.93
NY,Cayuga County,2p0c,58296.0,29.87,25.97,20.11,19.93
NY,Cayuga County,2p1c,83328.0,29.87,25.97,20.11,19.93
NY,Cayuga County,2p2c,98220.0,29.87,25.97,20.11,19.93
NY,Cayuga County,2p3c,111312.0,29.87,25.97,20.11,19.93
NY,Cayuga County,2p4c,119280.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,1p0c,38724.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,1p1c,61944.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,1p2c,79464.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,1p3c,93924.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,1p4c,101064.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,2p0c,53100.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,2p1c,75828.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,2p2c,90408.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,2p3c,102492.0,29.87,25.97,20.11,19.93
NY,Chautauqua County,2p4c,110112.0,29.87,25.97,20.11,19.93
NY,Chemung County,1p0c,44448.0,29.87,25.97,20.11,19.93
NY,Chemung County,1p1c,73716.0,29.87,25.97,20.11,19.93
NY,Chemung County,1p2c,94560.0,29.87,25.97,20.11,19.93
NY,Chemung County,1p3c,111960.0,29.87,25.97,20.11,19.93
NY,Chemung County,1p4c,119004.0,29.87,25.97,20.11,19.93
NY,Chemung County,2p0c,59328.0,29.87,25.97,20.11,19.93
NY,Chemung County,2p1c,87804.0,29.87,25.97,20.11,19.93
NY,Chemung County,2p2c,105516.0,29.87,25.97,20.11,19.93
NY,Chemung County,2p3c,121008.0,29.87,25.97,20.11,19.93
NY,Chemung County,2p4c,128940.0,29.87,25.97,20.11,19.93
NY,Chenango County,1p0c,39684.0,29.87,25.97,20.11,19.93
NY,Chenango County,1p1c,62376.0,29.87,25.97,20.11,19.93
NY,Chenango County,1p2c,78756.0,29.87,25.97,20.11,19.93
NY,Chenango County,1p3c,92916.0,29.87,25.97,20.11,19.93
NY,Chenango County,1p4c,99768.0,29.87,25.97,20.11,19.93
NY,Chenango County,2p0c,54996.0,29.87,25.97,20.11,19.93
NY,Chenango County,2p1c,76476.0,29.87,25.97,20.11,19.93
NY,Chenango County,2p2c,89928.0,29.87,25.97,20.11,19.93
NY,Chenango County,2p3c,101748.0,29.87,25.97,20.11,19.93
NY,Chenango County,2p4c,108960.0,29.87,25.97,20.11,19.93
NY,Clinton County,1p0c,46680.0,29.87,25.97,20.11,19.93
NY,Clinton County,1p1c,71820.0,29.87,25.97,20.11,19.93
NY,Clinton County,1p2c,90396.0,29.87,25.97,20.11,19.93
NY,Clinton County,1p3c,105876.0,29.87,25.97,20.11,19.93
NY,Clinton County,1p4c,113208.0,29.87,25.97,20.11,19.93
NY,Clinton County,2p0c,62700.0,29.87,25.97,20.11,19.93
NY,Clinton County,2p1c,89136.0,29.87,25.97,20.11,19.93
NY,Clinton County,2p2c,103980.0,29.87,25.97,20.11,19.93
NY,Clinton County,2p3c,117624.0,29.87,25.97,20.11,19.93
NY,Clinton County,2p4c,125700.0,29.87,25.97,20.11,19.93
NY,Columbia County,1p0c,47892.0,29.87,25.97,20.11,19.93
NY,Columbia County,1p1c,74124.0,29.87,25.97,20.11,19.93
NY,Columbia County,1p2c,93360.0,29.87,25.97,20.11,19.93
NY,Columbia County,1p3c,110364.0,29.87,25.97,20.11,19.93
NY,Columbia County,1p4c,117996.0,29.87,25.97,20.11,19.93
NY,Columbia County,2p0c,64260.0,29.87,25.97,20.11,19.93
NY,Columbia County,2p1c,88500.0,29.87,25.97,20.11,19.93
NY,Columbia County,2p2c,104556.0,29.87,25.97,20.11,19.93
NY,Columbia County,2p3c,119532.0,29.87,25.97,20.11,19.93
NY,Columbia County,2p4c,129120.0,29.87,25.97,20.11,19.93
NY,Cortland County,1p0c,44688.0,29.87,25.97,20.11,19.93
NY,Cortland County,1p1c,66480.0,29.87,25.97,20.11,19.93
NY,Cortland County,1p2c,83304.0,29.87,25.97,20.11,19.93
NY,Cortland County,1p3c,96816.0,29.87,25.97,20.11,19.93
NY,Cortland County,1p4c,103848.0,29.87,25.97,20.11,19.93
NY,Cortland County,2p0c,58704.0,29.87,25.97,20.11,19.93
NY,Cortland County,2p1c,81672.0,29.87,25.97,20.11,19.93
NY,Cortland County,2p2c,95244.0,29.87,25.97,20.11,19.93
NY,Cortland County,2p3c,106656.0,29.87,25.97,20.11,19.93
NY,Cortland County,2p4c,114264.0,29.87,25.97,20.11,19.93
NY,Delaware County,1p0c,45096.0,29.87,25.97,20.11,19.93
NY,Delaware County,1p1c,66804.0,29.87,25.97,20.11,19.93
NY,Delaware County,1p2c,84648.0,29.87,25.97,20.11,19.93
NY,Delaware County,1p3c,101580.0,29.87,25.97,20.11,19.93
NY,Delaware County,1p4c,109452.0,29.87,25.97,20.11,19.93
NY,Delaware County,2p0c,60744.0,29.87,25.97,20.11,19.93
NY,Delaware County,2p1c,83520.0,29.87,25.97,20.11,19.93
NY,Delaware County,2p2c,97788.0,29.87,25.97,20.11,19.93
NY,Delaware County,2p3c,112428.0,29.87,25.97,20.11,19.93
NY,Delaware County,2p4c,120972.0,29.87,25.97,20.11,19.93
NY,Dutchess County,1p0c,52764.0,29.87,25.97,20.11,19.93
NY,Dutchess County,1p1c,91908.0,29.87,25.97,20.11,19.93
NY,Dutchess County,1p2c,117336.0,29.87,25.97,20.11,19.93
NY,Dutchess County,1p3c,140844.0,29.87,25.97,20.11,19.93
NY,Dutchess County,1p4c,147828.0,29.87,25.97,20.11,19.93
NY,Dutchess County,2p0c,70380.0,29.87,25.97,20.11,19.93
NY,Dutchess County,2p1c,105504.0,29.87,25.97,20.11,19.93
NY,Dutchess County,2p2c,129996.0,29.87,25.97,20.11,19.93
NY,Dutchess County,2p3c,150468.0,29.87,25.97,20.11,19.93
NY,Dutchess County,2p4c,158736.0,29.87,25.97,20.11,19.93
NY,Erie County,1p0c,43884.0,29.87,25.97,20.11,19.93
NY,Erie County,1p1c,74712.0,29.87,25.97,20.11,19.93
NY,Erie County,1p2c,98112.0,29.87,25.97,20.11,19.93
NY,Erie County,1p3c,115500.0,29.87,25.97,20.11,19.93
NY,Erie County,1p4c,122796.0,29.87,25.97,20.11,19.93
NY,Erie County,2p0c,58380.0,29.87,25.97,20.11,19.93
NY,Erie County,2p1c,87624.0,29.87,25.97,20.11,19.93
NY,Erie County,2p2c,107748.0,29.87,25.97,20.11,19.93
NY,Erie County,2p3c,123228.0,29.87,25.97,20.11,19.93
NY,Erie County,2p4c,132648.0,29.87,25.97,20.11,19.93
NY,Essex County,1p0c,46224.0,29.87,25.97,20.11,19.93
NY,Essex County,1p1c,67992.0,29.87,25.97,20.11,19.93
NY,Essex County,1p2c,86100.0,29.87,25.97,20.11,19.93
NY,Essex County,1p3c,104928.0,29.87,25.97,20.11,19.93
NY,Essex County,1p4c,112860.0,29.87,25.97,20.11,19.93
NY,Essex County,2p0c,61236.0,29.87,25.97,20.11,19.93
NY,Essex County,2p1c,83196.0,29.87,25.97,20.11,19.93
NY,Essex County,2p2c,97536.0,29.87,25.97,20.11,19.93
NY,Essex County,2p3c,113880.0,29.87,25.97,20.11,19.93
NY,Essex County,2p4c,122508.0,29.87,25.97,20.11,19.93
NY,Franklin County,1p0c,39888.0,29.87,25.97,20.11,19.93
NY,Franklin County,1p1c,63384.0,29.87,25.97,20.11,19.93
NY,Franklin County,1p2c,80268.0,29.87,25.97,20.11,19.93
NY,Franklin County,1p3c,94272.0,29.87,25.97,20.11,19.93
NY,Franklin County,1p4c,101484.0,29.87,25.97,20.11,19.93
NY,Franklin County,2p0c,56400.0,29.87,25.97,20.11,19.93
NY,Franklin County,2p1c,77820.0,29.87,25.97,20.11,19.93
NY,Franklin County,2p2c,91584.0,29.87,25.97,20.11,19.93
NY,Franklin County,2p3c,103260.0,29.87,25.97,20.11,19.93
NY,Franklin County,2p4c,110904.0,29.87,25.97,20.11,19.93
NY,Fulton County,1p0c,42852.0,29.87,25.97,20.11,19.93
NY,Fulton County,1p1c,65376.0,29.87,25.97,20.11,19.93
NY,Fulton County,1p2c,82020.0,29.87,25.97,20.11,19.93
NY,Fulton County,1p3c,95472.0,29.87,25.97,20.11,19.93
NY,Fulton County,1p4c,102444.0,29.87,25.97,20.11,19.93
NY,Fulton County,2p0c,56340.0,29.87,25.97,20.11,19.93
NY,Fulton County,2p1c,80064.0,29.87,25.97,20.11,19.93
NY,Fulton County,2p2c,93588.0,29.87,25.97,20.11,19.93
NY,Fulton County,2p3c,104892.0,29.87,25.97,20.11,19.93
NY,Fulton County,2p4c,112356.0,29.87,25.97,20.11,19.93
NY,Genesee County,1p0c,41148.0,29.87,25.97,20.11,19.93
NY,Genesee County,1p1c,65184.0,29.87,25.97,20.11,19.93
NY,Genesee County,1p2c,82140.0,29.87,25.97,20.11,19.93
NY,Genesee County,1p3c,97608.0,29.87,25.97,20.11,19.93
NY,Genesee County,1p4c,104700.0,29.87,25.97,20.11,19.93
NY,Genesee County,2p0c,56940.0,29.87,25.97,20.11,19.93
NY,Genesee County,2p1c,78996.0,29.87,25.97,20.11,19.93
NY,Genesee County,2p2c,92652.0,29.87,25.97,20.11,19.93
NY,Genesee County,2p3c,105720.0,29.87,25.97,20.11,19.93
NY,Genesee County,2p4c,113304.0,29.87,25.97,20.11,19.93
NY,Greene County,1p0c,48060.0,29.87,25.97,20.11,19.93
NY,Greene County,1p1c,71508.0,29.87,25.97,20.11,19.93
NY,Greene County,1p2c,89316.0,29.87,25.97,20.11,19.93
NY,Greene County,1p3c,105396.0,29.87,25.97,20.11,19.93
NY,Greene County,1p4c,112872.0,29.87,25.97,20.11,19.93
NY,Greene County,2p0c,63060.0,29.87,25.97,20.11,19.93
NY,Greene County,2p1c,86616.0,29.87,25.97,20.11,19.93
NY,Greene County,2p2c,100584.0,29.87,25.97,20.11,19.93
NY,Greene County,2p3c,114600.0,29.87,25.97,20.11,19.93
NY,Greene County,2p4c,122808.0,29.87,25.97,20.11,19.93
NY,Hamilton County,1p0c,48348.0,29.87,25.97,20.11,19.93
NY,Hamilton County,1p1c,71676.0,29.87,25.97,20.11,19.93
NY,Hamilton County,1p2c,89640.0,29.87,25.97,20.11,19.93
NY,Hamilton County,1p3c,104208.0,29.87,25.97,20.11,19.93
NY,Hamilton County,1p4c,111708.0,29.87,25.97,20.11,19.93
NY,Hamilton County,2p0c,61836.0,29.87,25.97,20.11,19.93
NY,Hamilton County,2p1c,86184.0,29.87,25.97,20.11,19.93
NY,Hamilton County,2p2c,100128.0,29.87,25.97,20.11,19.93
NY,Hamilton County,2p3c,112644.0,29.87,25.97,20.11,19.93
NY,Hamilton County,2p4c,120840.0,29.87,25.97,20.11,19.93
NY,Herkimer County,1p0c,44136.0,29.87,25.97,20.11,19.93
NY,Herkimer County,1p1c,70728.0,29.87,25.97,20.11,19.93
NY,Herkimer County,1p2c,90396.0,29.87,25.97,20.11,19.93
NY,Herkimer County,1p3c,104340.0,29.87,25.97,20.11,19.93
NY,Herkimer County,1p4c,111336.0,29.87,25.97,20.11,19.93
NY,Herkimer County,2p0c,59700.0,29.87,25.97,20.11,19.93
NY,Herkimer County,2p1c,87696.0,29.87,25.97,20.11,19.93
NY,Herkimer County,2p2c,103524.0,29.87,25.97,20.11,19.93
NY,Herkimer County,2p3c,115728.0,29.87,25.97,20.11,19.93
NY,Herkimer County,2p4c,123348.0,29.87,25.97,20.11,19.93
