state_abv,county,family,total_budget_avg,asian_hourly,white_hourly,black_hourly,hispanic_hourly
AR,Crawford County,1p0c,39876.0,29.87,25.97,20.11,19.93
AR,Crawford County,1p1c,59592.0,29.87,25.97,20.11,19.93
AR,Crawford County,1p2c,75360.0,29.87,25.97,20.11,19.93
AR,Crawford County,1p3c,93828.0,29.87,25.97,20.11,19.93
AR,Crawford County,1p4c,103920.0,29.87,25.97,20.11,19.93
AR,Crawford County,2p0c,51840.0,29.87,25.97,20.11,19.93
AR,Crawford County,2p1c,70812.0,29.87,25.97,20.11,19.93
AR,Crawford County,2p2c,84936.0,29.87,25.97,20.11,19.93
AR,Crawford County,2p3c,100440.0,29.87,25.97,20.11,19.93
AR,Crawford County,2p4c,111912.0,29.87,25.97,20.11,19.93
AR,Crittenden County,1p0c,38232.0,29.87,25.97,20.11,19.93
AR,Crittenden County,1p1c,57660.0,29.87,25.97,20.11,19.93
AR,Crittenden County,1p2c,74220.0,29.87,25.97,20.11,19.93
AR,Crittenden County,1p3c,91308.0,29.87,25.97,20.11,19.93
AR,Crittenden County,1p4c,101544.0,29.87,25.97,20.11,19.93
AR,Crittenden County,2p0c,51924.0,29.87,25.97,20.11,19.93
AR,Crittenden County,2p1c,69912.0,29.87,25.97,20.11,19.93
AR,Crittenden County,2p2c,84024.0,29.87,25.97,20.11,19.93
AR,Crittenden County,2p3c,98496.0,29.87,25.97,20.11,19.93
AR,Crittenden County,2p4c,108600.0,29.87,25.97,20.11,19.93
AR,Cross County,1p0c,38436.0,29.87,25.97,20.11,19.93
AR,Cross County,1p1c,54828.0,29.87,25.97,20.11,19.93
AR,Cross County,1p2c,68064.0,29.87,25.97,20.11,19.93
AR,Cross County,1p3c,84540.0,29.87,25.97,20.11,19.93
AR,Cross County,1p4c,94596.0,29.87,25.97,20.11,19.93
AR,Cross County,2p0c,49764.0,29.87,25.97,20.11,19.93
AR,Cross County,2p1c,65520.0,29.87,25.97,20.11,19.93
AR,Cross County,2p2c,77580.0,29.87,25.97,20.11,19.93
AR,Cross County,2p3c,92040.0,29.87,25.97,20.11,19.93
AR,Cross County,2p4c,102540.0,29.87,25.97,20.11,19.93
AR,Dallas County,1p0c,38676.0,29.87,25.97,20.11,19.93
AR,Dallas County,1p1c,55512.0,29.87,25.97,20.11,19.93
AR,Dallas County,1p2c,69252.0,29.87,25.97,20.11,19.93
AR,Dallas County,1p3c,86424.0,29.87,25.97,20.11,19.93
AR,Dallas County,1p4c,96984.0,29.87,25.97,20.11,19.93
AR,Dallas County,2p0c,50580.0,29.87,25.97,20.11,19.93
AR,Dallas County,2p1c,66612.0,29.87,25.97,20.11,19.93
AR,Dallas County,2p2c,79044.0,29.87,25.97,20.11,19.93
AR,Dallas County,2p3c,94008.0,29.87,25.97,20.11,19.93
AR,Dallas County,2p4c,105048.0,29.87,25.97,20.11,19.93
AR,Desha County,1p0c,38028.0,29.87,25.97,20.11,19.93
AR,Desha County,1p1c,54960.0,29.87,25.97,20.11,19.93
AR,Desha County,1p2c,68760.0,29.87,25.97,20.11,19.93
AR,Desha County,1p3c,85032.0,29.87,25.97,20.11,19.93
AR,Desha County,1p4c,95628.0,29.87,25.97,20.11,19.93
AR,Desha County,2p0c,50508.0,29.87,25.97,20.11,19.93
AR,Desha County,2p1c,66204.0,29.87,25.97,20.11,19.93
AR,Desha County,2p2c,78720.0,29.87,25.97,20.11,19.93
AR,Desha County,2p3c,92844.0,29.87,25.97,20.11,19.93
AR,Desha County,2p4c,103884.0,29.87,25.97,20.11,19.93
AR,Drew County,1p0c,39300.0,29.87,25.97,20.11,19.93
AR,Drew County,1p1c,56280.0,29.87,25.97,20.11,19.93
AR,Drew County,1p2c,70056.0,29.87,25.97,20.11,19.93
AR,Drew County,1p3c,84324.0,29.87,25.97,20.11,19.93
AR,Drew County,1p4c,94848.0,29.87,25.97,20.11,19.93
AR,Drew County,2p0c,51204.0,29.87,25.97,20.11,19.93
AR,Drew County,2p1c,67428.0,29.87,25.97,20.11,19.93
AR,Drew County,2p2c,79884.0,29.87,25.97,20.11,19.93
AR,Drew County,2p3c,92172.0,29.87,25.97,20.11,19.93
AR,Drew County,2p4c,103164.0,29.87,25.97,20.11,19.93
AR,Faulkner County,1p0c,42684.0,29.87,25.97,20.11,19.93
AR,Faulkner County,1p1c,61380.0,29.87,25.97,20.11,19.93
AR,Faulkner County,1p2c,78564.0,29.87,25.97,20.11,19.93
AR,Faulkner County,1p3c,97272.0,29.87,25.97,20.11,19.93
AR,Faulkner County,1p4c,107544.0,29.87,25.97,20.11,19.93
AR,Faulkner County,2p0c,55668.0,29.87,25.97,20.11,19.93
AR,Faulkner County,2p1c,73872.0,29.87,25.97,20.11,19.93
AR,Faulkner County,2p2c,88200.0,29.87,25.97,20.11,19.93
AR,Faulkner County,2p3c,103908.0,29.87,25.97,20.11,19.93
AR,Faulkner County,2p4c,114432.0,29.87,25.97,20.11,19.93
AR,Franklin County,1p0c,39456.0,29.87,25.97,20.11,19.93
AR,Franklin County,1p1c,55812.0,29.87,25.97,20.11,19.93
AR,Franklin County,1p2c,69228.0,29.87,25.97,20.11,19.93
AR,Franklin County,1p3c,83112.0,29.87,25.97,20.11,19.93
AR,Franklin County,1p4c,93240.0,29.87,25.97,20.11,19.93
AR,Franklin County,2p0c,51240.0,29.87,25.97,20.11,19.93
AR,Franklin County,2p1c,66804.0,29.87,25.97,20.11,19.93
AR,Franklin County,2p2c,78948.0,29.87,25.97,20.11,19.93
AR,Franklin County,2p3c,90900.0,29.87,25.97,20.11,19.93
AR,Franklin County,2p4c,101580.0,29.87,25.97,20.11,19.93
AR,Fulton County,1p0c,37092.0,29.87,25.97,20.11,19.93
AR,Fulton County,1p1c,55212.0,29.87,25.97,20.11,19.93
AR,Fulton County,1p2c,68988.0,29.87,25.97,20.11,19.93
AR,Fulton County,1p3c,85668.0,29.87,25.97,20.11,19.93
AR,Fulton County,1p4c,96216.0,29.87,25.97,20.11,19.93
AR,Fulton County,2p0c,50268.0,29.87,25.97,20.11,19.93
AR,Fulton County,2p1c,66348.0,29.87,25.97,20.11,19.93
AR,Fulton County,2p2c,78804.0,29.87,25.97,20.11,19.93
AR,Fulton County,2p3c,93288.0,29.87,25.97,20.11,19.93
AR,Fulton County,2p4c,104268.0,29.87,25.97,20.11,19.93
AR,Garland County,1p0c,39660.0,29.87,25.97,20.11,19.93
AR,Garland County,1p1c,60252.0,29.87,25.97,20.11,19.93
AR,Garland County,1p2c,76260.0,29.87,25.97,20.11,19.93
AR,Garland County,1p3c,92748.0,29.87,25.97,20.11,19.93
AR,Garland County,1p4c,104280.0,29.87,25.97,20.11,19.93
AR,Garland County,2p0c,52632.0,29.87,25.97,20.11,19.93
AR,Garland County,2p1c,71772.0,29.87,25.97,20.11,19.93
AR,Garland County,2p2c,86076.0,29.87,25.97,20.11,19.93
AR,Garland County,2p3c,100896.0,29.87,25.97,20.11,19.93
AR,Garland County,2p4c,111468.0,29.87,25.97,20.11,19.93
AR,Grant County,1p0c,43092.0,29.87,25.97,20.11,19.93
AR,Grant County,1p1c,62052.0,29.87,25.97,20.11,19.93
AR,Grant County,1p2c,78672.0,29.87,25.97,20.11,19.93
AR,Grant County,1p3c,97212.0,29.87,25.97,20.11,19.93
AR,Grant County,1p4c,107820.0,29.87,25.97,20.11,19.93
AR,Grant County,2p0c,56460.0,29.87,25.97,20.11,19.93
AR,Grant County,2p1c,73800.0,29.87,25.97,20.11,19.93
AR,Grant County,2p2c,89532.0,29.87,25.97,20.11,19.93
AR,Grant County,2p3c,103920.0,29.87,25.97,20.11,19.93
AR,Grant County,2p4c,114756.0,29.87,25.97,20.11,19.93
AR,Greene County,1p0c,38184.0,29.87,25.97,20.11,19.93
AR,Greene County,1p1c,55224.0,29.87,25.97,20.11,19.93
AR,Greene County,1p2c,68796.0,29.87,25.97,20.11,19.93
AR,Greene County,1p3c,85968.0,29.87,25.97,20.11,19.93
AR,Greene County,1p4c,97536.0,29.87,25.97,20.11,19.93
AR,Greene County,2p0c,51864.0,29.87,25.97,20.11,19.93
AR,Greene County,2p1c,66276.0,29.87,25.97,20.11,19.93
AR,Greene County,2p2c,78552.0,29.87,25.97,20.11,19.93
AR,Greene County,2p3c,94644.0,29.87,25.97,20.11,19.93
AR,Greene County,2p4c,104328.0,29.87,25.97,20.11,19.93
AR,Hempstead County,1p0c,39696.0,29.87,25.97,20.11,19.93
AR,Hempstead County,1p1c,56544.0,29.87,25.97,20.11,19.93
AR,Hempstead County,1p2c,70080.0,29.87,25.97,20.11,19.93
AR,Hempstead County,1p3c,85380.0,29.87,25.97,20.11,19.93
AR,Hempstead County,1p4c,95700.0,29.87,25.97,20.11,19.93
AR,Hempstead County,2p0c,51300.0,29.87,25.97,20.11,19.93
AR,Hempstead County,2p1c,67404.0,29.87,25.97,20.11,19.93
AR,Hempstead County,2p2c,79644.0,29.87,25.97,20.11,19.93
AR,Hempstead County,2p3c,92916.0,29.87,25.97,20.11,19.93
AR,Hempstead County,2p4c,103704.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,1p0c,38208.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,1p1c,55272.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,1p2c,68832.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,1p3c,84504.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,1p4c,94848.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,2p0c,50304.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,2p1c,66276.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,2p2c,78576.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,2p3c,92196.0,29.87,25.97,20.11,19.93
AR,Hot Spring County,2p4c,102972.0,29.87,25.97,20.11,19.93
AR,Howard County,1p0c,37584.0,29.87,25.97,20.11,19.93
AR,Howard County,1p1c,55200.0,29.87,25.97,20.11,19.93
AR,Howard County,1p2c,68640.0,29.87,25.97,20.11,19.93
AR,Howard County,1p3c,82380.0,29.87,25.97,20.11,19.93
AR,Howard County,1p4c,92424.0,29.87,25.97,20.11,19.93
AR,Howard County,2p0c,50544.0,29.87,25.97,20.11,19.93
AR,Howard County,2p1c,66048.0,29.87,25.97,20.11,19.93
AR,Howard County,2p2c,78276.0,29.87,25.97,20.11,19.93
AR,Howard County,2p3c,90120.0,29.87,25.97,20.11,19.93
AR,Howard County,2p4c,100716.0,29.87,25.97,20.11,19.93
AR,Independence County,1p0c,38808.0,29.87,25.97,20.11,19.93
AR,Independence County,1p1c,55440.0,29.87,25.97,20.11,19.93
AR,Independence County,1p2c,68964.0,29.87,25.97,20.11,19.93
AR,Independence County,1p3c,84168.0,29.87,25.97,20.11,19.93
AR,Independence County,1p4c,94452.0,29.87,25.97,20.11,19.93
AR,Independence County,2p0c,50496.0,29.87,25.97,20.11,19.93
AR,Independence County,2p1c,66384.0,29.87,25.97,20.11,19.93
AR,Independence County,2p2c,78672.0,29.87,25.97,20.11,19.93
AR,Independence County,2p3c,91860.0,29.87,25.97,20.11,19.93
AR,Independence County,2p4c,102636.0,29.87,25.97,20.11,19.93
AR,Izard County,1p0c,39324.0,29.87,25.97,20.11,19.93
AR,Izard County,1p1c,56424.0,29.87,25.97,20.11,19.93
AR,Izard County,1p2c,70572.0,29.87,25.97,20.11,19.93
AR,Izard County,1p3c,86064.0,29.87,25.97,20.11,19.93
AR,Izard County,1p4c,96960.0,29.87,25.97,20.11,19.93
AR,Izard County,2p0c,52644.0,29.87,25.97,20.11,19.93
AR,Izard County,2p1c,67896.0,29.87,25.97,20.11,19.93
AR,Izard County,2p2c,80640.0,29.87,25.97,20.11,19.93
AR,Izard County,2p3c,93972.0,29.87,25.97,20.11,19.93
AR,Izard County,2p4c,105432.0,29.87,25.97,20.11,19.93
AR,Jackson County,1p0c,37572.0,29.87,25.97,20.11,19.93
AR,Jackson County,1p1c,54444.0,29.87,25.97,20.11,19.93
AR,Jackson County,1p2c,68136.0,29.87,25.97,20.11,19.93
AR,Jackson County,1p3c,81948.0,29.87,25.97,20.11,19.93
AR,Jackson County,1p4c,92172.0,29.87,25.97,20.11,19.93
AR,Jackson County,2p0c,49596.0,29.87,25.97,20.11,19.93
AR,Jackson County,2p1c,65604.0,29.87,25.97,20.11,19.93
AR,Jackson County,2p2c,78024.0,29.87,25.97,20.11,19.93
AR,Jackson County,2p3c,89916.0,29.87,25.97,20.11,19.93
AR,Jackson County,2p4c,100656.0,29.87,25.97,20.11,19.93
AR,Jefferson County,1p0c,37944.0,29.87,25.97,20.11,19.93
AR,Jefferson County,1p1c,58392.0,29.87,25.97,20.11,19.93
AR,Jefferson County,1p2c,74016.0,29.87,25.97,20.11,19.93
AR,Jefferson County,1p3c,90252.0,29.87,25.97,20.11,19.93
AR,Jefferson County,1p4c,100572.0,29.87,25.97,20.11,19.93
AR,Jefferson County,2p0c,50580.0,29.87,25.97,20.11,19.93
AR,Jefferson County,2p1c,69696.0,29.87,25.97,20.11,19.93
AR,Jefferson County,2p2c,83808.0,29.87,25.97,20.11,19.93
AR,Jefferson County,2p3c,97536.0,29.87,25.97,20.11,19.93
AR,Jefferson County,2p4c,108756.0,29.87,25.97,20.11,19.93
AR,Johnson County,1p0c,38736.0,29.87,25.97,20.11,19.93
AR,Johnson County,1p1c,55536.0,29.87,25.97,20.11,19.93
AR,Johnson County,1p2c,69132.0,29.87,25.97,20.11,19.93
AR,Johnson County,1p3c,84744.0,29.87,25.97,20.11,19.93
AR,Johnson County,1p4c,95100.0,29.87,25.97,20.11,19.93
AR,Johnson County,2p0c,50532.0,29.87,25.97,20.11,19.93
AR,Johnson County,2p1c,66516.0,29.87,25.97,20.11,19.93
AR,Johnson County,2p2c,78840.0,29.87,25.97,20.11,19.93
AR,Johnson County,2p3c,92376.0,29.87,25.97,20.11,19.93
AR,Johnson County,2p4c,103188.0,29.87,25.97,20.11,19.93
AR,Lafayette County,1p0c,39228.0,29.87,25.97,20.11,19.93
AR,Lafayette County,1p1c,56532.0,29.87,25.97,20.11,19.93
AR,Lafayette County,1p2c,70680.0,29.87,25.97,20.11,19.93
AR,Lafayette County,1p3c,84900.0,29.87,25.97,20.11,19.93
AR,Lafayette County,1p4c,95664.0,29.87,25.97,20.11,19.93
AR,Lafayette County,2p0c,51600.0,29.87,25.97,20.11,19.93
AR,Lafayette County,2p1c,67932.0,29.87,25.97,20.11,19.93
AR,Lafayette County,2p2c,80628.0,29.87,25.97,20.11,19.93
AR,Lafayette County,2p3c,92772.0,29.87,25.97,20.11,19.93
AR,Lafayette County,2p4c,104052.0,29.87,25.97,20.11,19.93
AR,Lawrence County,1p0c,38700.0,29.87,25.97,20.11,19.93
AR,Lawrence County,1p1c,55656.0,29.87,25.97,20.11,19.93
AR,Lawrence County,1p2c,69564.0,29.87,25.97,20.11,19.93
AR,Lawrence County,1p3c,85452.0,29.87,25.97,20.11,19.93
AR,Lawrence County,1p4c,96156.0,29.87,25.97,20.11,19.93
AR,Lawrence County,2p0c,50844.0,29.87,25.97,20.11,19.93
AR,Lawrence County,2p1c,66984.0,29.87,25.97,20.11,19.93
AR,Lawrence County,2p2c,79560.0,29.87,25.97,20.11,19.93
AR,Lawrence County,2p3c,93324.0,29.87,25.97,20.11,19.93
AR,Lawrence County,2p4c,104532.0,29.87,25.97,20.11,19.93
AR,Lee County,1p0c,37128.0,29.87,25.97,20.11,19.93
AR,Lee County,1p1c,53832.0,29.87,25.97,20.11,19.93
AR,Lee County,1p2c,67284.0,29.87,25.97,20.11,19.93
AR,Lee County,1p3c,84024.0,29.87,25.97,20.11,19.93
AR,Lee County,1p4c,94164.0,29.87,25.97,20.11,19.93
AR,Lee County,2p0c,48864.0,29.87,25.97,20.11,19.93
AR,Lee County,2p1c,64704.0,29.87,25.97,20.11,19.93
AR,Lee County,2p2c,76896.0,29.87,25.97,20.11,19.93
AR,Lee County,2p3c,91584.0,29.87,25.97,20.11,19.93
AR,Lee County,2p4c,102084.0,29.87,25.97,20.11,19.93
AR,Lincoln County,1p0c,36636.0,29.87,25.97,20.11,19.93
AR,Lincoln County,1p1c,56532.0,29.87,25.97,20.11,19.93
AR,Lincoln County,1p2c,72588.0,29.87,25.97,20.11,19.93
AR,Lincoln County,1p3c,87672.0,29.87,25.97,20.11,19.93
AR,Lincoln County,1p4c,98532.0,29.87,25.97,20.11,19.93
AR,Lincoln County,2p0c,49668.0,29.87,25.97,20.11,19.93
AR,Lincoln County,2p1c,68112.0,29.87,25.97,20.11,19.93
AR,Lincoln County,2p2c,82584.0,29.87,25.97,20.11,19.93
AR,Lincoln County,2p3c,95400.0,29.87,25.97,20.11,19.93
AR,Lincoln County,2p4c,106872.0,29.87,25.97,20.11,19.93
AR,Little River County,1p0c,39084.0,29.87,25.97,20.11,19.93
AR,Little River County,1p1c,58752.0,29.87,25.97,20.11,19.93
AR,Little River County,1p2c,74796.0,29.87,25.97,20.11,19.93
AR,Little River County,1p3c,93624.0,29.87,25.97,20.11,19.93
AR,Little River County,1p4c,104016.0,29.87,25.97,20.11,19.93
AR,Little River County,2p0c,51372.0,29.87,25.97,20.11,19.93
AR,Little River County,2p1c,70224.0,29.87,25.97,20.11,19.93
AR,Little River County,2p2c,84624.0,29.87,25.97,20.11,19.93
AR,Little River County,2p3c,100404.0,29.87,25.97,20.11,19.93
AR,Little River County,2p4c,112176.0,29.87,25.97,20.11,19.93
AR,Logan County,1p0c,38292.0,29.87,25.97,20.11,19.93
AR,Logan County,1p1c,55596.0,29.87,25.97,20.11,19.93
AR,Logan County,1p2c,69048.0,29.87,25.97,20.11,19.93
AR,Logan County,1p3c,85332.0,29.87,25.97,20.11,19.93
AR,Logan County,1p4c,95592.0,29.87,25.97,20.11,19.93
AR,Logan County,2p0c,52608.0,29.87,25.97,20.11,19.93
AR,Logan County,2p1c,66396.0,29.87,25.97,20.11,19.93
AR,Logan County,2p2c,78600.0,29.87,25.97,20.11,19.93
AR,Logan County,2p3c,92784.0,29.87,25.97,20.11,19.93
AR,Logan County,2p4c,103488.0,29.87,25.97,20.11,19.93
AR,Lonoke County,1p0c,43764.0,29.87,25.97,20.11,19.93
AR,Lonoke County,1p1c,62868.0,29.87,25.97,20.11,19.93
AR,Lonoke County,1p2c,80400.0,29.87,25.97,20.11,19.93
AR,Lonoke County,1p3c,99336.0,29.87,25.97,20.11,19.93
AR,Lonoke County,1p4c,109692.0,29.87,25.97,20.11,19.93
AR,Lonoke County,2p0c,56976.0,29.87,25.97,20.11,19.93
AR,Lonoke County,2p1c,75444.0,29.87,25.97,20.11,19.93
AR,Lonoke County,2p2c,89868.0,29.87,25.97,20.11,19.93
AR,Lonoke County,2p3c,105768.0,29.87,25.97,20.11,19.93
AR,Lonoke County,2p4c,116328.0,29.87,25.97,20.11,19.93
AR,Madison County,1p0c,39396.0,29.87,25.97,20.11,19.93
AR,Madison County,1p1c,59400.0,29.87,25.97,20.11,19.93
AR,Madison County,1p2c,77016.0,29.87,25.97,20.11,19.93
AR,Madison County,1p3c,95640.0,29.87,25.97,20.11,19.93
AR,Madison County,1p4c,106116.0,29.87,25.97,20.11,19.93
AR,Madison County,2p0c,53340.0,29.87,25.97,20.11,19.93
AR,Madison County,2p1c,72228.0,29.87,25.97,20.11,19.93
AR,Madison County,2p2c,86808.0,29.87,25.97,20.11,19.93
AR,Madison County,2p3c,102288.0,29.87,25.97,20.11,19.93
AR,Madison County,2p4c,112908.0,29.87,25.97,20.11,19.93
AR,Marion County,1p0c,38988.0,29.87,25.97,20.11,19.93
AR,Marion County,1p1c,56316.0,29.87,25.97,20.11,19.93
AR,Marion County,1p2c,70632.0,29.87,25.97,20.11,19.93
AR,Marion County,1p3c,85128.0,29.87,25.97,20.11,19.93
AR,Marion County,1p4c,96120.0,29.87,25.97,20.11,19.93
AR,Marion County,2p0c,51528.0,29.87,25.97,20.11,19.93
AR,Marion County,2p1c,67980.0,29.87,25.97,20.11,19.93
AR,Marion County,2p2c,80844.0,29.87,25.97,20.11,19.93
AR,Marion County,2p3c,93228.0,29.87,25.97,20.11,19.93
AR,Marion County,2p4c,104748.0,29.87,25.97,20.11,19.93
AR,Miller County,1p0c,41040.0,29.87,25.97,20.11,19.93
AR,Miller County,1p1c,60696.0,29.87,25.97,20.11,19.93
AR,Miller County,1p2c,76752.0,29.87,25.97,20.11,19.93
AR,Miller County,1p3c,93528.0,29.87,25.97,20.11,19.93
AR,Miller County,1p4c,105024.0,29.87,25.97,20.11,19.93
AR,Miller County,2p0c,53616.0,29.87,25.97,20.11,19.93
AR,Miller County,2p1c,72228.0,29.87,25.97,20.11,19.93
AR,Miller County,2p2c,86556.0,29.87,25.97,20.11,19.93
AR,Miller County,2p3c,101604.0,29.87,25.97,20.11,19.93
AR,Miller County,2p4c,112200.0,29.87,25.97,20.11,19.93
AR,Mississippi County,1p0c,37128.0,29.87,25.97,20.11,19.93
AR,Mississippi County,1p1c,53736.0,29.87,25.97,20.11,19.93
AR,Mississippi County,1p2c,67080.0,29.87,25.97,20.11,19.93
AR,Mississippi County,1p3c,82452.0,29.87,25.97,20.11,19.93
AR,Mississippi County,1p4c,92412.0,29.87,25.97,20.11,19.93
AR,Mississippi County,2p0c,49308.0,29.87,25.97,20.11,19.93
AR,Mississippi County,2p1c,64620.0,29.87,25.97,20.11,19.93
AR,Mississippi County,2p2c,76764.0,29.87,25.97,20.11,19.93
AR,Mississippi County,2p3c,90228.0,29.87,25.97,20.11,19.93
AR,Mississippi County,2p4c,100704.0,29.87,25.97,20.11,19.93
AR,Monroe County,1p0c,36444.0,29.87,25.97,20.11,19.93
AR,Monroe County,1p1c,54312.0,29.87,25.97,20.11,19.93
AR,Monroe County,1p2c,67704.0,29.87,25.97,20.11,19.93
AR,Monroe County,1p3c,82680.0,29.87,25.97,20.11,19.93
AR,Monroe County,1p4c,92616.0,29.87,25.97,20.11,19.93
AR,Monroe County,2p0c,49260.0,29.87,25.97,20.11,19.93
AR,Monroe County,2p1c,65076.0,29.87,25.97,20.11,19.93
AR,Monroe County,2p2c,77232.0,29.87,25.97,20.11,19.93
AR,Monroe County,2p3c,90252.0,29.87,25.97,20.11,19.93
AR,Monroe County,2p4c,100656.0,29.87,25.97,20.11,19.93
AR,Montgomery County,1p0c,39564.0,29.87,25.97,20.11,19.93
AR,Montgomery County,1p1c,56964.0,29.87,25.97,20.11,19.93
AR,Montgomery County,1p2c,71316.0,29.87,25.97,20.11,19.93
AR,Montgomery County,1p3c,88512.0,29.87,25.97,20.11,19.93
AR,Montgomery County,1p4c,99456.0,29.87,25.97,20.11,19.93
AR,Montgomery County,2p0c,54204.0,29.87,25.97,20.11,19.93
AR,Montgomery County,2p1c,68556.0,29.87,25.97,20.11,19.93
AR,Montgomery County,2p2c,81408.0,29.87,25.97,20.11,19.93
AR,Montgomery County,2p3c,96156.0,29.87,25.97,20.11,19.93
AR,Montgomery County,2p4c,107856.0,29.87,25.97,20.11,19.93
AR,Nevada County,1p0c,39948.0,29.87,25.97,20.11,19.93
AR,Nevada County,1p1c,57300.0,29.87,25.97,20.11,19.93
AR,Nevada County,1p2c,71004.0,29.87,25.97,20.11,19.93
AR,Nevada County,1p3c,85284.0,29.87,25.97,20.11,19.93
AR,Nevada County,1p4c,95640.0,29.87,25.97,20.11,19.93
AR,Nevada County,2p0c,51744.0,29.87,25.97,20.11,19.93
AR,Nevada County,2p1c,68244.0,29.87,25.97,20.11,19.93
AR,Nevada County,2p2c,80556.0,29.87,25.97,20.11,19.93
AR,Nevada County,2p3c,92820.0,29.87,25.97,20.11,19.93
AR,Nevada County,2p4c,103608.0,29.87,25.97,20.11,19.93
AR,Newton County,1p0c,40152.0,29.87,25.97,20.11,19.93
AR,Newton County,1p1c,57336.0,29.87,25.97,20.11,19.93
AR,Newton County,1p2c,71448.0,29.87,25.97,20.11,19.93
AR,Newton County,1p3c,85800.0,29.87,25.97,20.11,19.93
AR,Newton County,1p4c,96564.0,29.87,25.97,20.11,19.93
AR,Newton County,2p0c,53796.0,29.87,25.97,20.11,19.93
AR,Newton County,2p1c,68628.0,29.87,25.97,20.11,19.93
AR,Newton County,2p2c,81276.0,29.87,25.97,20.11,19.93
AR,Newton County,2p3c,93552.0,29.87,25.97,20.11,19.93
AR,Newton County,2p4c,104880.0,29.87,25.97,20.11,19.93
AR,Ouachita County,1p0c,40236.0,29.87,25.97,20.11,19.93
AR,Ouachita County,1p1c,55308.0,29.87,25.97,20.11,19.93
AR,Ouachita County,1p2c,69000.0,29.87,25.97,20.11,19.93
AR,Ouachita County,1p3c,84816.0,29.87,25.97,20.11,19.93
AR,Ouachita County,1p4c,95304.0,29.87,25.97,20.11,19.93
AR,Ouachita County,2p0c,52080.0,29.87,25.97,20.11,19.93
AR,Ouachita County,2p1c,66420.0,29.87,25.97,20.11,19.93
AR,Ouachita County,2p2c,78840.0,29.87,25.97,20.11,19.93
AR,Ouachita County,2p3c,92568.0,29.87,25.97,20.11,19.93
AR,Ouachita County,2p4c,103512.0,29.87,25.97,20.11,19.93
AR,Perry County,1p0c,39864.0,29.87,25.97,20.11,19.93
AR,Perry County,1p1c,58488.0,29.87,25.97,20.11,19.93
AR,Perry County,1p2c,75720.0,29.87,25.97,20.11,19.93
AR,Perry County,1p3c,92604.0,29.87,25.97,20.11,19.93
AR,Perry County,1p4c,102936.0,29.87,25.97,20.11,19.93
AR,Perry County,2p0c,53040.0,29.87,25.97,20.11,19.93
AR,Perry County,2p1c,71016.0,29.87,25.97,20.11,19.93
AR,Perry County,2p2c,85368.0,29.87,25.97,20.11,19.93
AR,Perry County,2p3c,99384.0,29.87,25.97,20.11,19.93
AR,Perry County,2p4c,109620.0,29.87,25.97,20.11,19.93
AR,Phillips County,1p0c,36876.0,29.87,25.97,20.11,19.93
AR,Phillips County,1p1c,53568.0,29.87,25.97,20.11,19.93
AR,Phillips County,1p2c,67188.0,29.87,25.97,20.11,19.93
AR,Phillips County,1p3c,84168.0,29.87,25.97,20.11,19.93
AR,Phillips County,1p4c,94560.0,29.87,25.97,20.11,19.93
AR,Phillips County,2p0c,48972.0,29.87,25.97,20.11,19.93
AR,Phillips County,2p1c,64752.0,29.87,25.97,20.11,19.93
AR,Phillips County,2p2c,77124.0,29.87,25.97,20.11,19.93
AR,Phillips County,2p3c,92028.0,29.87,25.97,20.11,19.93
AR,Phillips County,2p4c,102840.0,29.87,25.97,20.11,19.93
AR,Pike County,1p0c,40152.0,29.87,25.97,20.11,19.93
AR,Pike County,1p1c,57168.0,29.87,25.97,20.11,19.93
AR,Pike County,1p2c,71148.0,29.87,25.97,20.11,19.93
AR,Pike County,1p3c,86664.0,29.87,25.97,20.11,19.93
AR,Pike County,1p4c,97368.0,29.87,25.97,20.11,19.93
AR,Pike County,2p0c,53100.0,29.87,25.97,20.11,19.93
AR,Pike County,2p1c,68352.0,29.87,25.97,20.11,19.93
AR,Pike County,2p2c,80916.0,29.87,25.97,20.11,19.93
AR,Pike County,2p3c,94296.0,29.87,25.97,20.11,19.93
AR,Pike County,2p4c,105588.0,29.87,25.97,20.11,19.93
AR,Poinsett County,1p0c,37632.0,29.87,25.97,20.11,19.93
AR,Poinsett County,1p1c,56712.0,29.87,25.97,20.11,19.93
AR,Poinsett County,1p2c,71940.0,29.87,25.97,20.11,19.93
AR,Poinsett County,1p3c,86424.0,29.87,25.97,20.11,19.93
AR,Poinsett County,1p4c,96648.0,29.87,25.97,20.11,19.93
AR,Poinsett County,2p0c,49212.0,29.87,25.97,20.11,19.93
AR,Poinsett County,2p1c,67560.0,29.87,25.97,20.11,19.93
AR,Poinsett County,2p2c,81396.0,29.87,25.97,20.11,19.93
AR,Poinsett County,2p3c,93900.0,29.87,25.97,20.11,19.93
